,symbol,profile
description,CLNS,"Colony NorthStar Inc is a real estate and investment management company. The company's property holdings include healthcare, industrial and hospitality sectors, equity and debt investments and an institutional and retail investment management business."
exchange,CLNS,New York Stock Exchange
industry,CLNS,REITs
sector,CLNS,Real Estate
website,CLNS,http://www.clns.com
ceo,GILD,John F. Milligan
companyName,GILD,Gilead Sciences Inc.
description,GILD,"Gilead Sciences Inc is a biopharmaceutical company that discovers, develops and commercializes new medicines in areas of unmet medical need. Its products target a number of areas, such as HIV, liver diseases, cardiovascular and other diseases."
exchange,GILD,Nasdaq Global Select
industry,GILD,Biotechnology
sector,GILD,Healthcare
website,GILD,http://www.gilead.com
ceo,IEMG,
companyName,IEMG,iShares Core MSCI Emerging Markets
description,IEMG,"The investment seeks to track the investment results of the MSCI Emerging Markets Investable Market Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure large-, mid- and small-cap equity market performance in the global emerging markets."
exchange,IEMG,NYSE Arca
industry,IEMG,
sector,IEMG,
website,IEMG,http://www.ishares.com
ceo,GM,Mary Barra
companyName,GM,General Motors Company
description,GM,"General Motors Company is an American multinational corporation. It designs, builds and sells cars, trucks and automobile parts. The company also provides automotive financing services through General Motors Financial Company, Inc."
exchange,GM,New York Stock Exchange
industry,GM,Autos
sector,GM,Consumer Cyclical
website,GM,https://www.gm.com
ceo,FCX,Richard C. Adkerson
companyName,FCX,Freeport-McMoRan Inc.
description,FCX,"Freeport-McMoRan Inc is a mining company. It operates large, long-lived geographically diverse assets with reserves of copper, gold, and molybdenum. It also has mining operations in the Americas."
exchange,FCX,New York Stock Exchange
industry,FCX,Metals & Mining
sector,FCX,Basic Materials
website,FCX,http://www.fcx.com
ceo,CRM,Marc Benioff
companyName,CRM,Salesforce.com Inc
description,CRM,"Salesforce.com Inc is a software-as-a-service company that provides enterprise cloud computing solutions, offering social and mobile cloud apps and platform services, as well as professional services to facilitate the adoption of its solutions."
exchange,CRM,New York Stock Exchange
industry,CRM,Application Software
sector,CRM,Technology
website,CRM,http://www.salesforce.com
ceo,ATVI,Robert A. Kotick
companyName,ATVI,Activision Blizzard Inc
description,ATVI,"Activision Blizzard is a developer and publisher of interactive entertainment content and services. It develops and distributes content and services on video game consoles, personal computers, and mobile devices."
exchange,ATVI,Nasdaq Global Select
industry,ATVI,Application Software
sector,ATVI,Technology
website,ATVI,http://www.activisionblizzard.com
ceo,SQ,Jack Dorsey
companyName,SQ,Square Inc. Class A
description,SQ,Square Inc is a software company offering solutions ranging from payments and point-of-sale services to financial and marketing services. It offers a free software app with its hardware to turn mobile devices into powerful POS solutions in minutes.
exchange,SQ,New York Stock Exchange
industry,SQ,Application Software
sector,SQ,Technology
website,SQ,https://www.squareup.com
ceo,P,Roger J. Lynch
companyName,P,Pandora Media Inc.
description,P,"Pandora Media Inc is a broadcasting company which offers music streaming and automated music recommendation services. The service is available in the United States, Australia, and New Zealand."
exchange,P,New York Stock Exchange
industry,P,Entertainment
sector,P,Consumer Cyclical
website,P,http://www.pandora.com
ceo,XLK,
companyName,XLK,SPDR Select Sector Fund - Technology
description,XLK,"The investment seeks investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Technology Select Sector Index.
 In seeking to track the performance of the index, the fund employs a replication strategy, which means that the fund typically invests in substantially all of the securities represented in the index in approximately the same proportions as the index. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The fund is non-diversified."
exchange,XLK,NYSE Arca
industry,XLK,
sector,XLK,
website,XLK,http://www.spdrs.com
ceo,TWX,Jeffrey L. Bewkes
companyName,TWX,Time Warner Inc.
description,TWX,"Time Warner Inc is an entertainment company. It owns television networks, which include networks such as HBO, CNN, TNT, and the CW. The firm mainly creates and distributes movies and television programming for internal and external distribution outlets."
exchange,TWX,New York Stock Exchange
industry,TWX,Entertainment
sector,TWX,Consumer Cyclical
website,TWX,http://www.timewarner.com
ceo,NUE,John J. Ferriola
companyName,NUE,Nucor Corporation
description,NUE,Nucor Corp and its affiliates are engaged in the manufacturing of steel and steel products. It also produces direct reduced iron for use in the steel mills. The company is involved in every phase of the steelmaking.
exchange,NUE,New York Stock Exchange
industry,NUE,Steel
sector,NUE,Basic Materials
website,NUE,http://www.nucor.com
ceo,XOP,
companyName,XOP,SPDR S&P Oil & Gas Explor & Product
description,XOP,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of an index derived from the oil and gas exploration and production segment of a U.S. total market composite index.
 In seeking to track the performance of the S&P Oil & Gas Exploration & Production Select Industry Index, the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the oil and gas exploration and production segment of the S&P Total Market Index (""S&P TMI""). The fund is non-diversified."
exchange,XOP,NYSE Arca
industry,XOP,
sector,XOP,
website,XOP,http://www.spdrs.com
ceo,SWN,William J. Way
companyName,SWN,Southwestern Energy Company
description,SWN,"Southwestern Energy Co is an oil and gas company that explores, develops, and produces oil and natural gas within the United States. It is focused on unconventional natural gas in two US shale plays and oil and gas formations in the United States."
exchange,SWN,New York Stock Exchange
industry,SWN,Oil & Gas - E&P
sector,SWN,Energy
website,SWN,http://www.swn.com
ceo,LOW,
companyName,LOW,Lowe's Companies Inc.
description,LOW,"Lowe's Companies Inc is a home-improvement products dealer. The firm's stores offer products and services for home decorating, maintenance, repair, and remodeling."
exchange,LOW,New York Stock Exchange
industry,LOW,Retail - Apparel & Specialty
sector,LOW,Consumer Cyclical
website,LOW,http://www.lowes.com
ceo,RAD,John T. Standley
companyName,RAD,Rite Aid Corporation
description,RAD,"Rite Aid Corp operates retail drugstore chains in the United States. The business activity of the group is functioned through two segments namely Retail Pharmacy and Pharmacy Services. It operates more than 4,500 stores in 31 states across the country."
exchange,RAD,New York Stock Exchange
industry,RAD,Retail - Defensive
sector,RAD,Consumer Defensive
website,RAD,http://www.riteaid.com
ceo,VEON,Jean-Yves Charlier
companyName,VEON,VEON Ltd.
description,VEON,"VEON Ltd is a provider of communications services. It provides voice, data and other telecommunication services through an array of wireless, fixed and broadband internet services, as well as selling equipment and accessories."
exchange,VEON,Nasdaq Global Select
industry,VEON,Communication Services
sector,VEON,Communication Services
website,VEON,http://www.veon.com
ceo,HYG,
companyName,HYG,iShares iBoxx $ High Yield Corporate Bond
description,HYG,"The investment seeks to track the investment results of the Markit iBoxx® USD Liquid High Yield Index (the ""underlying index"").
 The underlying index is a rules-based index consisting of liquid, U.S. dollar-denominated, high yield corporate bonds for sale in the United States. The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index."
exchange,HYG,NYSE Arca
industry,HYG,
sector,HYG,
website,HYG,http://www.ishares.com
